source_id,target_id,target_name,target_name_cn,relation_type,same_series,group
8,199228,コードギアス 復活のルルーシュ,Code Geass 复活的鲁路修,不同世界观,0,universe
8,199229,コードギアス 反逆のルルーシュ I 興道,Code Geass 反叛的鲁路修 I 兴道,不同演绎,0,alt
8,199230,コードギアス 反逆のルルーシュ II 叛道,Code Geass 反叛的鲁路修 II 叛道,不同演绎,0,alt
8,199231,コードギアス 反逆のルルーシュ III 皇道,Code Geass 反叛的鲁路修 III 皇道,不同演绎,0,alt
8,35866,コードギアス 反逆のルルーシュ ナナリーinワンダーランド,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,番外篇,1,extra
8,99952,コードギアス 反逆のルルーシュR2 SPECIAL EDITION ZERO REQUIEM,Code Geass 反叛的鲁路修R2 零之镇魂曲,总集篇,1,skip
8,793,コードギアス 反逆のルルーシュ,Code Geass 反叛的鲁路修,前传,1,main
51,363880,かぎなど シーズン2,键等 第二季,角色出演,1,extra
51,333598,かぎなど,键等,角色出演,1,extra
51,37873,CLANNAD もうひとつの世界 智代編,CLANNAD 另一个世界 智代篇,番外篇,1,extra
51,37874,CLANNAD 〜AFTER STORY〜もうひとつの世界 杏編,CLANNAD ～AFTER STORY～另一个世界 杏篇,番外篇,1,extra
51,876,CLANNAD 〜AFTER STORY〜,,续集,1,main
51,3686,劇場版 CLANNAD,剧场版 CLANNAD,不同演绎,0,alt
234,2127,AIR IN SUMMER,AIR 夏季篇,番外篇,1,extra
234,3410,Air 劇場版,AIR 剧场版,不同演绎,0,alt
234,333598,かぎなど,键等,角色出演,1,extra
234,363880,かぎなど シーズン2,键等 第二季,角色出演,1,extra
237,238,イノセンス,攻壳机动队2 无罪,续集,1,main
237,324,攻殻機動隊 STAND ALONE COMPLEX,攻壳机动队 STAND ALONE COMPLEX,不同演绎,0,alt
237,10291,GHOST IN THE SHELL / 攻殻機動隊2.0,攻壳机动队2.0,不同演绎,0,alt
237,61498,攻殻機動隊ARISE border:1 Ghost Pain,攻壳机动队ARISE border:1 Ghost Pain,不同演绎,0,alt
237,496276,攻殻機動隊 THE GHOST IN THE SHELL,攻壳机动队 THE GHOST IN THE SHELL,不同演绎,0,alt
247,11834,銀魂',银魂',续集,1,main
247,162688,劇場版 銀魂 〜白夜叉降誕〜 予告篇,银魂剧场版 白夜叉降诞 预告,番外篇,1,extra
247,218963,よりぬき銀魂さんオンシアター2D,银魂总集篇 ON THEATER 2D,总集篇,1,skip
247,229512,アニメ銀魂大反省会,,衍生,1,extra
247,425208,3年Z組銀八先生,3年Z班银八老师,不同世界观,0,universe
247,578766,新劇場版 銀魂 -吉原大炎上-,新剧场版 银魂 -吉原大炎上-,不同演绎,0,alt
247,3153,銀魂 〜何事も最初が肝心なので多少背伸びするくらいが丁度良い〜,银魂 〜无论什么事开始虽然重要但伸个懒腰的话也不错〜,番外篇,1,extra
247,4475,劇場版 銀魂 新訳紅桜篇,银魂剧场版 新译红樱篇,总集篇,1,skip
253,239948,cowboy bebop Extra Session,,其他,0,other
253,860,カウボーイビバップ 天国の扉,星际牛仔 天国之扉,番外篇,1,extra
265,116370,日本アニメ（ーター）見本市,日本动画（人）博览会,其他,0,other
265,235701,エヴァンゲリオン・ザ・リアル 4-D,新世纪福音战士 THE REAL 4D,衍生,1,extra
265,2682,ぷちえゔぁ,EVA爆笑学园,角色出演,1,extra
265,6048,新世紀エヴァンゲリオン劇場版 シト新生,新世纪福音战士剧场版 死与新生,总集篇,1,skip
265,6049,新世紀エヴァンゲリオン劇場版 Air/まごころを、君に,新世纪福音战士剧场版 Air/真心为你,续集,1,main
265,318795,花王 アタックZERO エヴァンゲリオン限定コラボレーションムービー 動画広告,花王 Attack ZERO 新世纪福音战士限定合作影片 视频广告,其他,0,other
265,318769,綾波レイ、はじめての口紅,绫波丽，第一次的口红出镜,其他,0,other
265,772,ヱヴァンゲリヲン新劇場版:序,福音战士新剧场版：序,不同演绎,0,alt
265,39923,REVIVAL OF EVANGELION 新世紀エヴァンゲリオン劇場版 DEATH (TRUE)² / Air / まごころを、君に,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,总集篇,1,skip
282,1512,狼と香辛料Ⅱ,狼与香辛料 第二季,续集,1,main
282,372010,狼と香辛料 MERCHANT MEETS THE WISE WOLF,狼与香辛料 行商邂逅贤狼,不同演绎,0,alt
288,289,ひぐらしのなく頃に,寒蝉鸣泣之时,前传,1,main
288,1326,ひぐらしのなく頃に礼,寒蝉鸣泣之时 礼,续集,1,main
288,57269,ひぐらしのなく頃に拡〜アウトブレイク〜,寒蝉鸣泣之时 扩,不同世界观,0,universe
288,297969,ひぐらしのなく頃に 業,寒蝉鸣泣之时 业,续集,1,main
289,288,ひぐらしのなく頃に解,寒蝉鸣泣之时 解,续集,1,main
289,37870,ひぐらしのなく頃に外伝 猫殺し編,寒蝉鸣泣之时外传 猫杀篇,番外篇,1,extra
289,57269,ひぐらしのなく頃に拡〜アウトブレイク〜,寒蝉鸣泣之时 扩,不同世界观,0,universe
289,297969,ひぐらしのなく頃に 業,寒蝉鸣泣之时 业,其他,0,other
289,236947,ラストピリオド -終わりなき螺旋の物語-,最终休止符～无止境的螺旋物语～,角色出演,1,extra
315,1935,鋼の錬金術師 シャンバラを征く者,钢之炼金术师 香巴拉的征服者,续集,1,main
315,1428,鋼の錬金術師 FULLMETAL ALCHEMIST,钢之炼金术师 FULLMETAL ALCHEMIST,不同演绎,0,alt
315,18511,鋼の錬金術師 PREMIUM COLLECTION,钢之炼金术师 PREMIUM COLLECTION,衍生,1,extra
321,9979,機動警察パトレイバー the Movie,机动警察剧场版1 东京毁灭战,前传,1,main
324,496276,攻殻機動隊 THE GHOST IN THE SHELL,攻壳机动队 THE GHOST IN THE SHELL,不同演绎,0,alt
324,237,GHOST IN THE SHELL / 攻殻機動隊,攻壳机动队,不同演绎,0,alt
324,61498,攻殻機動隊ARISE border:1 Ghost Pain,攻壳机动队ARISE border:1 Ghost Pain,不同演绎,0,alt
324,48745,攻殻機動隊 STAND ALONE COMPLEX the Laughing Man,攻壳机动队 STAND ALONE COMPLEX 笑面男,总集篇,1,skip
324,19446,タチコマな日々,攻壳机动队 塔奇克马的日常,衍生,1,extra
324,326,攻殻機動隊 S.A.C. 2nd GIG,攻壳机动队 S.A.C. 2nd GIG,续集,1,main
326,48746,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,总集篇,1,skip
326,320,攻殻機動隊 STAND ALONE COMPLEX Solid State Society,攻壳机动队 S.A.C. Solid State Society,续集,1,main
326,324,攻殻機動隊 STAND ALONE COMPLEX,攻壳机动队 STAND ALONE COMPLEX,前传,1,main
340,88473,蟲師 特別篇 日蝕む翳,虫师 特別篇 蚀日之翳,续集,1,main
340,92705,蟲師 続章,虫师 续章,续集,1,main
490,491,灼眼のシャナII,灼眼的夏娜II,续集,1,main
490,5109,灼眼のシャナたん,灼眼的夏娜炭,番外篇,1,extra
490,1868,灼眼のシャナ特別編 恋と温泉の校外学習！,灼眼的夏娜 恋爱和温泉校外学习,番外篇,1,extra
490,1862,劇場版 灼眼のシャナ,灼眼的夏娜 剧场版,不同演绎,0,alt
493,2216,HELLSING,皇家国教骑士团,不同演绎,0,alt
493,27924,HELLSING 外伝:THE DAWN,皇家国教骑士团外传：THE DAWN,番外篇,1,extra
493,285380,HELLSING I OVA DIGEST FOR FLEAKS,,总集篇,1,skip
515,32330,ゲキ・ガンガー3 熱血大決戦!!,激钢人3 热血大决战!!,续集,1,main
515,516,機動戦艦ナデシコ -The prince of darkness-,机动战舰抚子号 暗黑王子,续集,1,main
531,1269,ARIA The NATURAL,水星领航员 第二季,续集,1,main
696,10840,ベルセルク 黄金時代篇I 覇王の卵,剑风传奇 黄金时代篇I 霸王之卵,不同演绎,0,alt
696,45240,ベルセルク 黄金時代篇II ドルドレイ攻略,剑风传奇 黄金时代篇II 多尔多雷攻略,不同演绎,0,alt
696,45241,ベルセルク  黄金時代篇III 降臨,剑风传奇 黄金时代篇III 降临,不同演绎,0,alt
696,162040,ベルセルク,剑风传奇,续集,1,main
696,388981,ベルセルク 黄金時代篇 MEMORIAL EDITION,剑风传奇 黄金时代篇 MEMORIAL EDITION,不同演绎,0,alt
698,253047,連盟空軍航空魔法音楽隊 ルミナスウィッチーズ,联盟空军航空魔法音乐队 光辉魔女,相同世界观,0,universe
698,253048,ストライクウィッチーズ 501部隊発進しますっ！,强袭魔女 501部队起飞！,衍生,1,extra
698,310950,ワールドウィッチーズ 発進しますっ！,世界魔女 起飞！,衍生,1,extra
698,35861,ストライクウィッチーズ OVA,强袭魔女 OVA,不同演绎,0,alt
698,85338,ブレイブウィッチーズ,无畏魔女,相同世界观,0,universe
698,5651,ストライクウィッチーズ2,强袭魔女2,续集,1,main
698,204641,ブレイブウィッチーズ ペテルブルグ大戦略,无畏魔女 彼得堡大战略,角色出演,1,extra
750,1269,ARIA The NATURAL,水星领航员 第二季,前传,1,main
750,1270,ARIA The ORIGINATION,水星领航员 第三季,续集,1,main
770,11577,THE IDOLM@STER,偶像大师,角色出演,1,extra
770,84728,グレパラ 〜グレンラガン パラレルワークス〜,天元突破 Parallel Works,衍生,1,extra
770,3995,劇場版 天元突破グレンラガン 紅蓮篇,天元突破红莲螺岩 红莲篇,总集篇,1,skip
770,3996,劇場版 天元突破グレンラガン 螺巌篇,天元突破红莲螺岩 螺岩篇,总集篇,1,skip
770,161818,天元突破グレンラガン キラメキ☆ヨーコbox ～pieces of sweet stars～,,衍生,1,extra
770,84758,グレンラガン パラレルワークス2,天元突破 Parallel Works 2,衍生,1,extra
772,309905,EVANGELION 超·现实,,其他,0,other
772,265,新世紀エヴァンゲリオン,新世纪福音战士,不同演绎,0,alt
772,3302,ヱヴァンゲリヲン新劇場版:破,福音战士新剧场版：破,续集,1,main
793,8,コードギアス 反逆のルルーシュR2,Code Geass 反叛的鲁路修R2,续集,1,main
793,199229,コードギアス 反逆のルルーシュ I 興道,Code Geass 反叛的鲁路修 I 兴道,不同演绎,0,alt
793,199230,コードギアス 反逆のルルーシュ II 叛道,Code Geass 反叛的鲁路修 II 叛道,不同演绎,0,alt
793,199231,コードギアス 反逆のルルーシュ III 皇道,Code Geass 反叛的鲁路修 III 皇道,不同演绎,0,alt
793,500557,コードギアス 奪還のロゼ,Code Geass 夺还的罗赛,角色出演,1,extra
793,613910,コードギアス 星追いのアスパル,Code Geass 逐星的阿斯帕尔,相同世界观,0,universe
793,24593,コードギアス 亡国のアキト 第1章「翼竜は舞い降りた」,Code Geass 亡国的阿基德 第一章「翼龙降临」,衍生,1,extra
793,35866,コードギアス 反逆のルルーシュ ナナリーinワンダーランド,Code Geass 反叛的鲁路修 娜娜莉梦游仙境,番外篇,1,extra
793,99926,コードギアス 反逆のルルーシュ SPECIAL EDITION BLACK REBELLION,Code Geass 反叛的鲁路修 暗黑的背叛,总集篇,1,skip
805,3070,瀬戸の花嫁 OVA,濑户的花嫁 OVA,续集,1,main
822,175398,フリクリ オルタナ,FLCL Alternative,续集,1,main
827,381945,Kotonohasama Days,,衍生,1,extra
827,489,School Days OVA スペシャル ～マジカルハート☆こころちゃん～,日在校园OVA 魔法少女小心心,角色出演,1,extra
827,54764,School Days 「Valentine Days」,日在校园OVA 情人节,番外篇,1,extra
841,8217,夢みる機械,造梦机器,角色出演,1,extra
849,363026,あやかしトライアングル,妖幻三重奏,角色出演,1,extra
849,2300,BLACK CAT,黑猫,角色出演,1,extra
849,3325,To LOVEる－とらぶる－ OVA,出包王女 OVA,续集,1,main
876,51,CLANNAD -クラナド-,CLANNAD,前传,1,main
876,37873,CLANNAD もうひとつの世界 智代編,CLANNAD 另一个世界 智代篇,番外篇,1,extra
876,37874,CLANNAD 〜AFTER STORY〜もうひとつの世界 杏編,CLANNAD ～AFTER STORY～另一个世界 杏篇,番外篇,1,extra
880,266455,フルーツバスケット 1st season,水果篮子 第一季,不同演绎,0,alt
899,103232,逃亡者・毛利小五郎,逃亡者·毛利小五郎,衍生,1,extra
899,192732,名探偵コナン エピソード“ONE” 小さくなった名探偵,名侦探柯南 Episode“ONE” 变小的名侦探,不同演绎,0,alt
899,492881,真･侍伝 YAIBA,真･武士传 剑勇传说,角色出演,1,extra
899,618199,名探偵コナン 30号殺人事件,,番外篇,1,extra
899,2968,名探偵コナン 時計じかけの摩天楼,名侦探柯南 计时引爆摩天楼,番外篇,1,extra
899,327373,名探偵コナン 緋色の不在証明,名侦探柯南 绯色的不在场证明,总集篇,1,skip
899,2969,名探偵コナン 14番目の標的,名侦探柯南 第14号目标,番外篇,1,extra
899,380749,名探偵コナン 本庁の刑事恋物語～結婚前夜～,名侦探柯南 本厅的刑警恋爱故事～结婚前夜～,总集篇,1,skip
899,2970,名探偵コナン 世紀末の魔術師,名侦探柯南 世纪末的魔术师,番外篇,1,extra
899,36324,青山剛昌短編集,青山刚昌短篇集,角色出演,1,extra
899,410166,名探偵コナン 灰原哀物語～黒鉄のミステリートレイン～,名侦探柯南 灰原哀物语～黑铁的神秘列车～,总集篇,1,skip
899,823,名探偵コナン 瞳の中の暗殺者,名侦探柯南 瞳孔中的暗杀者,番外篇,1,extra
899,36326,青山剛昌短編集 2,青山刚昌短篇集 2,角色出演,1,extra
899,467955,名探偵コナン vs. 怪盗キッド,名侦探柯南VS怪盗基德,总集篇,1,skip
899,2971,名探偵コナン 天国へのカウントダウン,名侦探柯南 通往天国的倒数计时,番外篇,1,extra
899,4330,まじっく快斗,魔术快斗,角色出演,1,extra
899,592343,名探偵コナン ブラックヒストリー 黒ずくめの組織との対決の歴史,名侦探柯南 BLACK HISTORY 与黑衣组织对决的历史,总集篇,1,skip
899,2972,名探偵コナン ベイカー街の亡霊,名侦探柯南 贝克街的亡灵,番外篇,1,extra
899,109203,まじっく快斗1412,魔术快斗1412,角色出演,1,extra
899,2973,名探偵コナン 迷宮の十字路,名侦探柯南 迷宫的十字路口,番外篇,1,extra
899,26295,ルパン三世VS名探偵コナン,鲁邦三世VS名侦探柯南,角色出演,1,extra
899,2974,名探偵コナン 銀翼の奇術師,名侦探柯南 银翼的魔术师,番外篇,1,extra
899,71259,ルパン三世VS名探偵コナン THE MOVIE,鲁邦三世VS名侦探柯南 剧场版,角色出演,1,extra
899,2975,名探偵コナン 水平線上の陰謀,名侦探柯南 水平线上的阴谋,番外篇,1,extra
899,54615,名探偵コナン vs Wooo,名侦探柯南 vs Wooo,角色出演,1,extra
899,2976,名探偵コナン 探偵たちの鎮魂歌,名侦探柯南 侦探们的镇魂歌,番外篇,1,extra
899,6776,名探偵コナン コナンvsキッドvsヤイバ 宝刀争奪大決戦!!,柯南对基德对铁剑 宝刀争夺大决战,角色出演,1,extra
899,2977,名探偵コナン 紺碧の棺,名侦探柯南 绀碧之棺,番外篇,1,extra
899,2978,名探偵コナン 戦慄の楽譜,名侦探柯南 战栗的乐谱,番外篇,1,extra
899,2783,名探偵コナン 漆黒の追跡者,名侦探柯南 漆黑的追迹者,番外篇,1,extra
899,3628,名探偵コナン 天空の難破船,名侦探柯南 天空的遇难船,番外篇,1,extra
899,10308,名探偵コナン 沈黙の15分,名侦探柯南 沉默的15分钟,番外篇,1,extra
899,46940,名探偵コナン 11人目のストライカー,名侦探柯南 第11位前锋,番外篇,1,extra
899,54614,名探偵コナン 絶海の探偵,名侦探柯南 绝海的侦探,番外篇,1,extra
899,89279,名探偵コナン 異次元の狙撃手,名侦探柯南 异次元的狙击手,番外篇,1,extra
899,119187,名探偵コナン 業火の向日葵,名侦探柯南 业火的向日葵,番外篇,1,extra
899,131427,名探偵コナン 純黒の悪夢,名侦探柯南 纯黑的恶梦,番外篇,1,extra
899,198962,名探偵コナン から紅の恋歌,名侦探柯南 殷红的恋歌,番外篇,1,extra
899,227724,名探偵コナン ゼロの執行人,名侦探柯南 零的执行人,番外篇,1,extra
899,268067,名探偵コナン 紺青の拳,名侦探柯南 绀青之拳,番外篇,1,extra
899,295318,名探偵コナン 緋色の弾丸,名侦探柯南 绯色的子弹,番外篇,1,extra
899,359930,名探偵コナン ハロウィンの花嫁,名侦探柯南 万圣节的新娘,番外篇,1,extra
899,407515,名探偵コナン 黒鉄の魚影,名侦探柯南 黑铁的鱼影,番外篇,1,extra
899,429644,名探偵コナン 100万ドルの五稜星,名侦探柯南：百万美元的五棱星,番外篇,1,extra
899,489499,名探偵コナン 隻眼の残像,名侦探柯南 独眼的残像,番外篇,1,extra
899,581920,名探偵コナン ハイウェイの堕天使,名侦探柯南 高速公路的堕天使,番外篇,1,extra
899,38126,名探偵コナン 16人の容疑者!?,名侦探柯南 16名嫌疑犯！？,番外篇,1,extra
899,38125,名探偵コナン コナンと平次と消えた少年,名侦探柯南 柯南、平次与消失的少年,番外篇,1,extra
899,38124,名探偵コナン コナンとキッドとクリスタル・マザー,名侦探柯南 柯南、基德与水晶之母,番外篇,1,extra
899,38123,名探偵コナン 標的は小五郎!! 少年探偵団マル秘調査,名侦探柯南 目标是小五郎！！少年侦探团的秘密调查,番外篇,1,extra
899,38122,名探偵コナン 消えたダイヤを追え! コナン・平次vsキッド!,名侦探柯南 追踪消失的钻石！柯南·平次VS基德,番外篇,1,extra
899,38121,名探偵コナン 阿笠からの挑戦状! 阿笠vsコナン&少年探偵団,名侦探柯南 来自阿笠的挑战书！阿笠VS柯南&少年侦探团,番外篇,1,extra
899,38120,名探偵コナン 女子高生探偵 鈴木園子の事件簿,名侦探柯南 女子高中生侦探 铃木园子事件簿,番外篇,1,extra
899,38119,名探偵コナン 10年後の異邦人,名侦探柯南 十年后的陌生人,番外篇,1,extra
899,38118,名探偵コナン KID in TRAP ISLAND,名侦探柯南 怪盗基德孤岛决战,番外篇,1,extra
899,18361,名探偵コナン ロンドンからの秘指令,名侦探柯南 来自伦敦的秘密指令,番外篇,1,extra
899,38132,名探偵コナン えくすかりばあの奇跡,名侦探柯南 传说中的球棒的奇迹,番外篇,1,extra
899,114745,江戸川コナン失踪事件～史上最悪の二日間～,江户川柯南失踪事件～史上最糟糕的两天～,番外篇,1,extra
899,351712,名探偵コナン 犯人の犯沢さん,名侦探柯南：犯人犯泽先生,衍生,1,extra
899,351714,名探偵コナン ゼロの日常,名侦探柯南：零的日常,番外篇,1,extra
899,90223,名探偵コナン MAGIC FILE,名侦探柯南 MAGIC FILE,番外篇,1,extra
899,38129,名探偵コナン MAGIC FILE2 工藤新一 謎の壁と黒ラブ事件,名侦探柯南 MAGIC FILE 2 ～工藤新一 谜之墙壁与黑色拉布犬事件～,番外篇,1,extra
899,38128,名探偵コナン MAGIC FILE3 新一と蘭・麻雀牌と七夕の思い出,名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,番外篇,1,extra
899,38127,名探偵コナン MAGIC FILE4 大阪お好み焼きオデッセイ,名侦探柯南 MAGIC FILE 4 ～通往大阪什锦煎饼的艰辛之路～,番外篇,1,extra
899,15871,名探偵コナン MAGIC FILE2011 新潟～東京 おみやげ狂騒曲,名侦探柯南 MAGIC FILE 2011 ～新泻·东京 礼物狂想曲～,番外篇,1,extra
899,38131,名探偵コナン BONUS FILE ファンタジスタの花,名侦探柯南 BONUS FILE 幻想曲之花,番外篇,1,extra
899,454807,名探偵コナン コナンVSキッド SHARK ＆ JEWEL,名侦探柯南 柯南vs基德 鲨鱼和珠宝,番外篇,1,extra
899,454808,名探偵コナン コナンVSキッド 漆黒の狙撃者,名侦探柯南 柯南vs基德 漆黑的狙击者,番外篇,1,extra
899,551468,名探偵コナン 星影の魔術師,名侦探柯南 星影的魔术师,番外篇,1,extra
899,551466,名探偵コナン 探偵たちの星月夜,名侦探柯南 侦探们的星月夜,番外篇,1,extra
899,429710,名探偵コナン 灼熱の銀河鉄道,名侦探柯南 灼热的银河铁道,番外篇,1,extra
899,551459,名探偵コナン 閃光の宇宙船,名侦探柯南 闪光的宇宙船,番外篇,1,extra
909,29139,とらドラ! OVA「弁当の極意」,龙与虎OVA 便当的精髓,番外篇,1,extra
909,13429,とらドラSOS!～食いしん坊万々歳～,龙与虎SOS～贪吃鬼万万岁～,衍生,1,extra
975,1867,ONE PIECE 倒せ!海賊ギャンザック,航海王：打倒！海贼强萨克！,不同世界观,0,universe
975,2000,ONE PIECE THE MOVIE エピソードオブチョッパー 冬に咲く、奇跡の桜,航海王：乔巴身世之谜 冬季绽放、奇迹的樱花,不同演绎,0,alt
975,110526,ONE PIECE “3D2Y” エースの死を越えて! ルフィ仲間との誓い,航海王：跨越艾斯之死！路飞与伙伴的誓约,衍生,1,extra
975,144666,ONE PIECE ROMANCE DAWN STORY,航海王：ROMANCE DAWN STORY,不同世界观,0,universe
975,518603,ONE PIECE 魚人島編,航海王：鱼人岛篇特别编辑版,总集篇,1,skip
975,534455,アニメ「ONE PIECE」オリジナルエピソード／ルフィ、ロー,航海王动画原创故事/路飞、罗,衍生,1,extra
975,546257,恋するワンピース,航海王谈恋爱,衍生,1,extra
975,550769,LOS ANGELES LAKERS x ONE PIECE Collab Anime,,联动,0,universe
975,577191,ONE PIECE HEROINES,航海王 女英雄们的故事,衍生,1,extra
975,602059,ONE PIECE エルバフ編,航海王 埃鲁巴夫篇,续集,1,main
975,617004,CHOPPER’s,,衍生,1,extra
975,1869,ONE PIECE the movie,航海王：黄金岛大冒险,番外篇,1,extra
975,1871,ONE PIECE ねじまき島の冒険,航海王：发条岛的冒险,番外篇,1,extra
975,1901,ONE PIECE 珍獣島のチョッパー王国,航海王：珍兽岛的乔巴王国,番外篇,1,extra
975,1904,ONE PIECE THE MOVIE デッドエンドの冒険,航海王：死亡尽头大冒险,番外篇,1,extra
975,1990,ONE PIECE 呪われた聖剣,航海王：被诅咒的圣剑,番外篇,1,extra
975,1991,ONE PIECE THE MOVIE オマツリ男爵と秘密の島,航海王：祭典男爵与神秘岛,番外篇,1,extra
975,1995,ONE PIECE  THE MOVIE カラクリ城のメカ巨兵,航海王：机关城的钢铁巨兵,番外篇,1,extra
975,1999,ONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,航海王：阿拉巴斯坦战记 沙漠王女与海盗们,总集篇,1,skip
975,2462,ONE PIECE FILM STRONG WORLD,航海王：强者天下,番外篇,1,extra
975,5393,ONE PIECE FILM STRONG WORLD EPISODE:0,航海王：强者天下 前传,番外篇,1,extra
975,20523,ONE PIECE 3D 麦わらチェイス,航海王3D：追逐草帽大冒险,番外篇,1,extra
975,50513,ONE PIECE FILM Z,航海王：Z,番外篇,1,extra
975,144846,ONE PIECE FILM GOLD,航海王之黄金城,番外篇,1,extra
975,258349,ONE PIECE STAMPEDE,航海王：狂热行动,番外篇,1,extra
975,358803,ONE PIECE FILM RED,航海王：红发歌姬,番外篇,1,extra
975,90799,ONE PIECE ルフィ落下! 秘境・海のヘソの大冒険,航海王：海肚脐大冒险,番外篇,1,extra
975,144665,ONE PIECE 大海原にひらけ! でっかいでっカイ父の夢,航海王：奔向大海原！父亲伟大的梦想,番外篇,1,extra
975,90789,ONE PIECE 守れ! 最後の大舞台,航海王：坚守最后的大舞台,番外篇,1,extra
975,90795,ワンピース時代劇 年末特別企画! 麦わらのルフィ親分捕物帖,航海王：路飞捕头传,不同世界观,0,universe
975,90390,ONE PIECE エピソードオブナミ 〜航海士の涙と仲間の絆〜,航海王：奈美之章～领航员之泪与伙伴的羁绊〜,总集篇,1,skip
975,90391,ONE PIECE エピソードオブルフィ 〜ハンドアイランドの冒険〜,航海王：路飞之章～手掌岛的冒险〜,总集篇,1,skip
975,90792,ONE PIECE エピソードオブメリー 〜もうひとりの仲間の物語〜,航海王：黄金梅利号之章 另一位伙伴的故事,总集篇,1,skip
975,137580,ONE PIECE エピソードオブサボ 〜3兄弟の絆 奇跡の再会と受け継がれる意志〜,航海王：萨波特别篇 〜3兄弟的羁绊 奇迹的再会和被继承的意志〜,总集篇,1,skip
975,154112,ONE PIECE 〜アドベンチャー オブ ネブランディア〜,航海王：迷雾岛大冒险,总集篇,1,skip
975,183591,ONE PIECE 〜HEART of GOLD〜,航海王：黄金之心,总集篇,1,skip
975,217886,ONE PIECE エピソードオブ東の海〜ルフィと4人の仲間の大冒険！！〜,航海王：东海篇～路飞与四名伙伴的大冒险～,总集篇,1,skip
975,256278,ONE PIECE エピソードオブ 空島,航海王：空岛篇,总集篇,1,skip
975,518519,ONE PIECE FAN LETTER,航海王：粉丝来信,番外篇,1,extra
975,144667,ONE PIECE ジャンゴのダンスカーニバル,航海王：强高的狂欢舞会,衍生,1,extra
975,144671,ONE PIECE 夢のサッカー王!,航海王：梦幻足球王,衍生,1,extra
975,162049,ONE PIECE めざせ!海賊野球王,航海王：目标！海贼棒球王,衍生,1,extra
975,162046,ONE PIECE グランドラインの冒険,航海王：接地线的冒险,衍生,1,extra
975,162047,ONE PIECE 3D 激走!トラップコースター,航海王3D：激走！陷阱过山车,衍生,1,extra
975,162043,ONE PIECE 〜宇宙っておっもしれえ! 星空島編〜,航海王：宇宙！星空岛编,衍生,1,extra
975,162044,ONE PIECE THE PLANETARIUM,航海王：星空下的伟大航道,衍生,1,extra
975,162045,SERENA×ONE PIECE 潜入!!サウザンド・サニー号,航海王：潜入！！千里阳光号,衍生,1,extra
975,470667,THE ONE PIECE,航海王 重制版,不同演绎,0,alt
975,446475,MONSTERS 一百三情飛龍侍極,怪兽 一百三情飞龙侍极,相同世界观,0,universe
975,285391,HUNGRY DAYS 2019,,角色出演,1,extra
993,2586,WHITE ALBUM-後半,白色相簿-后半,续集,1,main
993,69496,WHITE ALBUM2,白色相簿2,相同世界观,0,universe
1014,25363,とある魔術の禁書目録たん,魔法禁书目录炭,不同世界观,0,universe
1014,537738,とある暗部の少女共棲,某暗部的少女共栖,衍生,1,extra
1014,262939,とある科学の一方通行,某科学的一方通行,衍生,1,extra
1014,7843,とある魔術の禁書目録Ⅱ,魔法禁书目录 第二季,续集,1,main
1014,2585,とある科学の超電磁砲,某科学的超电磁炮,衍生,1,extra
1109,545695,ぷちきゅあ～Precure Fairies～,小小光之美少女～Precure Fairies～,角色出演,1,extra
1109,422699,映画 プリキュアオールスターズF,电影 光之美少女 All Stars F,角色出演,1,extra
1109,240583,映画 HUGっと!プリキュア♡ふたりはプリキュア オールスターズメモリーズ,电影 拥抱！光之美少女♡光之美少女 All Stars Memories,角色出演,1,extra
1109,228046,HUGっと! プリキュア,拥抱！光之美少女,角色出演,1,extra
1109,4124,ハートキャッチプリキュア!,Heart Catch 光之美少女！,续集,1,main
1109,159824,映画 プリキュアオールスターズ みんなで歌う♪奇跡の魔法!,电影 光之美少女 All Stars 大家歌唱吧♪奇迹的魔法！,角色出演,1,extra
1109,118336,映画 プリキュアオールスターズ 春のカーニバル♪,电影 光之美少女 All Stars 春之嘉年华♪,角色出演,1,extra
1109,88715,映画 プリキュアオールスターズNewStage3 永遠のともだち,电影 光之美少女 All Stars New Stage3 永远的朋友,角色出演,1,extra
1109,58948,映画 プリキュアオールスターズNewStage2 こころのともだち,电影 光之美少女 All Stars New Stage2 心之朋友,角色出演,1,extra
1109,37855,映画 プリキュアオールスターズNewStage みらいのともだち,电影 光之美少女 All Stars New Stage 未来的朋友,角色出演,1,extra
1109,15958,Yes!プリキュア5GoGo!,Yes! 光之美少女5 GoGo!,前传,1,main
1109,13045,映画 プリキュアオールスターズDX3 未来にとどけ！世界をつなぐ☆虹色の花,电影 光之美少女 All Stars DX3 传达到未来！连结世界☆彩虹之花！,角色出演,1,extra
1109,13041,映画 プリキュアオールスターズDX2 希望の光☆レインボージュエルを守れ！,电影 光之美少女 All Stars DX2 希望之光☆守护彩虹宝石！,角色出演,1,extra
