source_id,target_id,target_name,target_name_cn,relation_type,same_series,group
199229,793,コードギアス 反逆のルルーシュ,Code Geass 反叛的鲁路修,不同演绎,0,alt
199229,24593,コードギアス 亡国のアキト 第1章「翼竜は舞い降りた」,Code Geass 亡国的阿基德 第一章「翼龙降临」,衍生,1,extra
199229,199230,コードギアス 反逆のルルーシュ II 叛道,Code Geass 反叛的鲁路修 II 叛道,续集,1,main
199230,8,コードギアス 反逆のルルーシュR2,Code Geass 反叛的鲁路修R2,不同演绎,0,alt
199230,793,コードギアス 反逆のルルーシュ,Code Geass 反叛的鲁路修,不同演绎,0,alt
199230,199229,コードギアス 反逆のルルーシュ I 興道,Code Geass 反叛的鲁路修 I 兴道,前传,1,main
199230,199231,コードギアス 反逆のルルーシュ III 皇道,Code Geass 反叛的鲁路修 III 皇道,续集,1,main
199231,8,コードギアス 反逆のルルーシュR2,Code Geass 反叛的鲁路修R2,不同演绎,0,alt
199231,793,コードギアス 反逆のルルーシュ,Code Geass 反叛的鲁路修,不同演绎,0,alt
199231,199228,コードギアス 復活のルルーシュ,Code Geass 复活的鲁路修,续集,1,main
199231,199230,コードギアス 反逆のルルーシュ II 叛道,Code Geass 反叛的鲁路修 II 叛道,前传,1,main
199259,228137,兽王争锋之原石之力,兽王争锋之原石之力,续集,1,main
199270,155704,田中くんはいつもけだるげ,田中君总是如此慵懒,主线故事,1,main
199271,119889,おくさまが生徒会長!,我老婆是学生会长,主线故事,1,main
199271,207708,おくさま劇場 第2期,我老婆是学生会长 小剧场  第二季,续集,1,main
199330,199331,Elena and the Secret of Avalor,艾莲娜公主与阿瓦洛王国之谜,角色出演,1,extra
199330,118473,Sofia the First (Season 1),小公主苏菲亚 第一季,相同世界观,0,universe
199330,118474,Sofia the First (Season 2),小公主苏菲亚 第二季,相同世界观,0,universe
199330,149647,Sofia the First (Season 3),小公主苏菲亚 第三季,相同世界观,0,universe
199331,199330,Elena of Avalor Season 1,艾莲娜公主 第一季,角色出演,1,extra
199331,118473,Sofia the First (Season 1),小公主苏菲亚 第一季,角色出演,1,extra
199331,118474,Sofia the First (Season 2),小公主苏菲亚 第二季,角色出演,1,extra
199331,149647,Sofia the First (Season 3),小公主苏菲亚 第三季,角色出演,1,extra
199373,62893,グラップラー刃牙,刃牙,前传,1,main
199373,278202,バキ 大擂台賽編,刃牙 大擂台赛篇,续集,1,main
199385,22985,The Lion King,狮子王,前传,1,main
199385,22986,The Lion King 2: Simba's Pride,狮子王2：辛巴的荣耀,前传,1,main
199385,22987,The Lion King 1½,狮子王 1½,相同世界观,0,universe
199385,199386,The Lion Guard: Return of the Roar,狮子护卫队：咆哮归来,前传,1,main
199386,199385,The Lion Guard,狮子护卫队,续集,1,main
199387,199388,Descendants: Wicked World (Season 2),后裔：极恶世界 第二季,续集,1,main
199388,199387,Descendants: Wicked World (Season 1),后裔：极恶世界 第一季,前传,1,main
199392,105075,血界戦線,血界战线,前传,1,main
199392,238430,血界戦線 & BEYOND OAD,血界战线 & BEYOND OAD,番外篇,1,extra
199407,228331,女生宿舍日常 第2季,女生宿舍日常 第二季,续集,1,main
199408,238300,戦隊ヒーロー スキヤキフォース - ぐんまの平和を願うシーズン え、また？ -,,续集,1,main
199423,262519,魔道祖师 羡云篇,,续集,1,main
199423,289945,魔道祖师Q,魔道祖师Q,番外篇,1,extra
199423,306740,魔道祖师 黏土定格动画,魔道祖师 黏土定格动画,衍生,1,extra
199425,252950,斗罗大陆 精英赛,斗罗大陆 第二季 精英赛,续集,1,main
199425,416706,奔月赴宴,,角色出演,1,extra
199425,505397,斗罗大陆剧场版 剑道尘心,,衍生,1,extra
199425,535455,过年者联盟之女娲赐福,,角色出演,1,extra
199425,535459,过年者联盟,,角色出演,1,extra
199425,577317,斗罗大陆：9528,,衍生,1,extra
199425,628621,过年者联盟之新春赛马,,角色出演,1,extra
199603,438914,SuperMansion Season 2,超级豪宅 第二季,续集,1,main
199630,186034,青の祓魔師 京都不浄王篇,青之驱魔师 京都不净王篇,主线故事,1,main
199827,152567,闇芝居 第3期,暗芝居 第三季,前传,1,main
199827,216767,闇芝居 第5期,暗芝居 第五季,续集,1,main
26228,2045,GTO,麻辣教师GTO,续集,1,main
26354,1942,劇場版カードキャプターさくら 封印されたカード,魔卡少女樱 被封印的卡片,其他,0,other
27568,62281,キングダム 第2シリーズ,王者天下 第二季,续集,1,main
27778,3019,ポケットモンスター,宝可梦,主线故事,1,main
27778,3024,劇場版ポケットモンスター 結晶塔の帝王 ENTEI,剧场版宝可梦: 结晶塔的帝王 炎帝,其他,0,other
27778,90014,ピカチュウのふゆやすみ2000,皮卡丘的寒假2000,前传,1,main
27778,90015,ピチューとピカチュウのふゆやすみ2001,皮卡丘的寒假2001,续集,1,main
29432,10227,Aチャンネル,A频道,主线故事,1,main
29432,212084,Aチャンネル 鍋を食べよう,A频道 来吃火锅吧,续集,1,main
32215,25716,Beast Wars: Transformers,超能勇士：变形金刚,前传,1,main
33922,10392,銀河鉄道999,银河铁道999,不同演绎,0,alt
33922,23307,銀河鉄道999 映画版,银河铁道999 剧场版,前传,1,main
33922,33930,銀河鉄道999 エターナル・ファンタジー,银河铁道999 永恒幻想,续集,1,main
34000,240470,超智能足球2 世界大赛篇,,续集,1,main
35345,404506,花の魔法使いマリーベル フェニックスのかぎ,俏皮小花仙 菲尼克斯的钥匙,总集篇,1,skip
35981,35982,ヒットをねらえ!,超变身角色扮演前传,续集,1,main
35982,35981,超変身コス∞プレイヤー,超变身巫女祈斗士,前传,1,main
35982,35983,LOVE♥LOVE?,LOVE LOVE,续集,1,main
39118,5649,生徒会役員共,妄想学生会,主线故事,1,main
39274,3893,キャシャーンSins,原罪的卡辛,不同演绎,0,alt
39274,10944,新造人間キャシャーン,再造人卡辛,动画,1,extra
39299,39300,モンキーターン V,驰风！赛艇王V,续集,1,main
40003,10388,うる星やつら,福星小子,主线故事,1,main
40380,35980,真・女神転生Dチルドレン ライト&ダーク,真女神转生 恶魔之子 光与暗,相同世界观,0,universe
41982,133215,キン肉マン キン肉星王位争奪編,金肉人 金肉星王位争夺篇,续集,1,main
41982,592321,キン肉マンの交通安全,金肉人之交通安全,衍生,1,extra
41982,313463,キン肉マン 決戦! 7人の正義超人vs宇宙野武士,金肉人 决战！7人之正义超人vs宇宙野武士,番外篇,1,extra
41982,215100,キン肉マン 奪われたチャンピオンベルト,金肉人 被夺的冠军腰带,番外篇,1,extra
41982,215101,キン肉マン 大暴れ!正義超人,金肉人 大暴动！正义超人,番外篇,1,extra
41982,215102,キン肉マン 正義超人VS古代超人,金肉人 正义超人vs古代超人,番外篇,1,extra
41982,215103,キン肉マン 逆襲!宇宙かくれ超人,金肉人 反击！宇宙隐形超人,番外篇,1,extra
41982,215104,キン肉マン 晴れ姿!正義超人,金肉人 愉快的身影！正义超人,番外篇,1,extra
41982,215105,キン肉マン ニューヨーク危機一髪!,金肉人 纽约命悬一线！,番外篇,1,extra
41982,215106,キン肉マン 正義超人vs戦士超人,金肉人 正义超人vs战士超人,番外篇,1,extra
42690,13015,超重神グラヴィオン,超重神GRAVION,前传,1,main
43383,26803,我叫MT 第五季,我叫MT 第五季,前传,1,main
43383,176619,山口山战记 第七季,山口山战记-太阳井,续集,1,main
43383,497030,我叫MT 第七季,,续集,1,main
43473,25578,エルフを狩るモノたち,妖精狩猎者,前传,1,main
44111,27332,スマイルプリキュア!,Smile 光之美少女！,主线故事,1,main
44693,334105,劇場版 魔法少女まどか☆マギカ〈ワルプルギスの廻天〉,剧场版 魔法少女小圆 〈魔女之夜的回天〉,续集,1,main
44693,157622,魔法少女まどか☆マギカ コンセプトムービー,魔法少女小圆 新作概念视频,衍生,1,extra
44693,9717,魔法少女まどか☆マギカ,魔法少女小圆,前传,1,main
44693,44692,劇場版 魔法少女まどか☆マギカ [後編] 永遠の物語,剧场版 魔法少女小圆 [后篇] 永远的物语,前传,1,main
44705,21032,HUNTER×HUNTER,猎人,主线故事,1,main
45392,9005,ドラゴンボールZ,龙珠Z,主线故事,1,main
45884,37694,To LOVEる-とらぶる-ダークネス,出包王女Darkness,主线故事,1,main
45884,120763,To LOVEる -とらぶる- ダークネス 2nd,出包王女Darkness 第二季,主线故事,1,main
45884,210486,To LOVEる-とらぶる-ダークネス OVA,出包王女Darkness OVA,续集,1,main
46010,15910,ハイスクールD×D,恶魔高校 D×D,主线故事,1,main
46011,17883,僕は友達が少ない,我的朋友很少,前传,1,main
46012,8082,ヘタリア World Series 第4期,黑塔利亚 第4期,前传,1,main
46012,120369,ヘタリア The World Twinkle,黑塔利亚 第6期,续集,1,main
46534,298454,三国志,三国志,不同演绎,0,alt
47150,10388,うる星やつら,福星小子,主线故事,1,main
47153,10388,うる星やつら,福星小子,主线故事,1,main
47153,47152,うる星やつら 完結篇,福星小子 完结篇,前传,1,main
47576,4475,劇場版 銀魂 新訳紅桜篇,银魂剧场版 新译红樱篇,衍生,1,extra
47576,11834,銀魂',银魂',前传,1,main
47576,67217,劇場版 銀魂 完結篇 万事屋よ永遠なれ,银魂剧场版 完结篇 万事屋永不落,番外篇,1,extra
47576,120791,銀魂°,银魂°,续集,1,main
47576,480096,銀魂オンシアター2D 一国傾城篇,银魂ON THEATER 2D 一国倾城篇,总集篇,1,skip
47576,500060,銀魂オンシアター2D 金魂篇,银魂ON THEATER 2D 金魂篇,总集篇,1,skip
47764,5426,キャプテン翼,足球小将,不同演绎,0,alt
47764,47763,キャプテン翼J,足球小将J,不同演绎,0,alt
47764,232072,キャプテン翼,足球小将,不同演绎,0,alt
47764,291945,新キャプテン翼,新足球小将,不同演绎,0,alt
47764,425638,キャプテン翼 シーズン2 ジュニアユース編,足球小将 第二季 世少篇,不同演绎,0,alt
48669,69165,戦勇。第2期,战勇。第二季,续集,1,main
48669,101153,がくモン！～オオカミ少女はくじけない～,学园怪物！～狼男少女不会屈服～,相同世界观,0,universe
48670,10760,遊☆戯☆王ZEXAL,游戏王ZEXAL,前传,1,main
48700,127827,ハイスクールD×D DX OAD,恶魔高校DXD DX OAD,番外篇,1,extra
48700,106212,ハイスクールD×D BorN,恶魔高校 D×D BorN,续集,1,main
48700,15910,ハイスクールD×D,恶魔高校 D×D,前传,1,main
48702,7348,STAR DRIVER 輝きのタクト,驭星者 闪亮的拓人,全集,1,skip
48745,324,攻殻機動隊 STAND ALONE COMPLEX,攻壳机动队 STAND ALONE COMPLEX,全集,1,skip
48745,48746,攻殻機動隊 S.A.C. 2nd GIG Individual Eleven,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,续集,1,main
48746,326,攻殻機動隊 S.A.C. 2nd GIG,攻壳机动队 S.A.C. 2nd GIG,全集,1,skip
48746,12885,攻殻機動隊 S.A.C. SOLID STATE SOCIETY 3D,攻壳机动队 S.A.C. SSS 3D,续集,1,main
48746,48745,攻殻機動隊 STAND ALONE COMPLEX the Laughing Man,攻壳机动队 STAND ALONE COMPLEX 笑面男,前传,1,main
48880,201212,"Wake Up, Girls! 新章","Wake Up, Girls! 新章",续集,1,main
48880,162437,"Wake Up, Girls! の宮城PRやらせてください！","Wake Up, Girls! 让我宣传宫城县吧！",衍生,1,extra
48880,119985,"Wake Up, Girls! 青春の影","Wake Up, Girls! 青春之影",续集,1,main
48880,110641,うぇいくあっぷがーるZOO!,"Wake Up, Girl Zoo!",衍生,1,extra
48880,87700,"Wake Up, Girls! 七人のアイドル","Wake Up, Girls! 七人的偶像",前传,1,main
48943,9005,ドラゴンボールZ,龙珠Z,主线故事,1,main
48944,9005,ドラゴンボールZ,龙珠Z,主线故事,1,main
48944,9565,ドラゴンボール,龙珠,不同演绎,0,alt
48997,23685,アクセル・ワールド,加速世界,主线故事,1,main
49000,9005,ドラゴンボールZ,龙珠Z,主线故事,1,main
49000,18505,ドラゴンボールZ たったひとりの最終決戦〜フリーザに挑んだZ戦士 孫悟空の父〜,龙珠Z 一夫当关的最后决战~挑战弗利萨的Z战士 孙悟空的父亲~,前传,1,main
49018,14759,たんすわらし,木橱童子,其他,0,other
49018,49019,おぢいさんのランプ,爷爷的煤油灯,其他,0,other
49018,49020,キズナ 一撃,羈绊 一击,其他,0,other
49019,14759,たんすわらし,木橱童子,其他,0,other
49019,49018,万能野菜 ニンニンマン,万能蔬菜卜卜侠,其他,0,other
49019,49020,キズナ 一撃,羈绊 一击,其他,0,other
49020,14759,たんすわらし,木橱童子,其他,0,other
49020,49018,万能野菜 ニンニンマン,万能蔬菜卜卜侠,其他,0,other
49020,49019,おぢいさんのランプ,爷爷的煤油灯,其他,0,other
49087,22946,この男子、宇宙人と戦えます。,这个男子，在与外星人作战,其他,0,other
49087,119364,この男子、石化に悩んでます。,这个男子、为石化困窘,其他,0,other
49087,148416,この男子、魔法がお仕事です。,这个男人、工作是魔法,其他,0,other
49119,3690,シスター・プリンセス,妹妹公主,前传,1,main
49131,76325,デート・ア・ライブII,约会大作战 第二季,续集,1,main
49131,291171,デート・ア・バレット デッド・オア・バレット,约会大作战 赤黑新章：虚或实,番外篇,1,extra
49270,41888,バイオハザード ディジェネレーション,生化危机 恶化,前传,1,main
49270,148729,バイオハザード ヴェンデッタ,生化危机 复仇,续集,1,main
49270,315898,BIOHAZARD：Infinite Darkness,生化危机：无尽黑暗,相同世界观,0,universe
49270,419426,バイオハザード：デスアイランド,生化危机 死亡岛,相同世界观,0,universe
49294,75989,ラブライブ! 第2期,Love Live! 第二季,续集,1,main
49294,165553,ラブライブ! サンシャイン!!,LoveLive! Sunshine!!,相同世界观,0,universe
49294,296659,ラブライブ！虹ヶ咲学園スクールアイドル同好会,Love Live! 虹咲学园校园偶像同好会,相同世界观,0,universe
49294,306742,ラブライブ！スーパースター!!,Love Live! Superstar!!,相同世界观,0,universe
49294,563256,映画 ラブライブ！蓮ノ空女学院スクールアイドルクラブ Bloom Garden Party,电影 莲之空女学院学园偶像俱乐部 Bloom Garden Party,相同世界观,0,universe
49294,84793,Music S.T.A.R.T!!,Music S.T.A.R.T!!,番外篇,1,extra
49362,23685,アクセル・ワールド,加速世界,主线故事,1,main
49425,9588,金田一少年の事件簿,金田一少年事件簿,主线故事,1,main
49598,1703,純情ロマンチカ,纯情罗曼史,前传,1,main
49598,58245,純情ロマンチカ OAD,纯情罗曼史 OAD,番外篇,1,extra
49598,109541,純情ロマンチカ3,纯情罗曼史3,续集,1,main
49619,10639,Fate/Zero,Fate/Zero,主线故事,1,main
49666,233,劇場版 空の境界 第一章 俯瞰風景,剧场版 空之境界 第一章 俯瞰风景,全集,1,skip
49666,767,劇場版 空の境界 第三章 痛覚残留,剧场版 空之境界 第三章 痛觉残留,全集,1,skip
49666,1333,劇場版 空の境界 第五章 矛盾螺旋,剧场版 空之境界 第五章 矛盾螺旋,全集,1,skip
49666,2225,劇場版 空の境界 第六章 忘却録音,剧场版 空之境界 第六章 忘却录音,全集,1,skip
49666,3423,劇場版 空の境界 第七章 殺人考察(後),剧场版 空之境界 第七章 杀人考察（后）,续集,1,main
49666,812,劇場版 空の境界 第二章 殺人考察(前),剧场版 空之境界 第二章 杀人考察（前）,全集,1,skip
49666,766,劇場版 空の境界 第四章 伽藍の洞,剧场版 空之境界 第四章 伽蓝之洞,全集,1,skip
49693,31414,ファイ・ブレイン 〜神のパズル 第2シリーズ,Phi-Brain～神之谜题2,前传,1,main
49892,22759,花咲くいろは,花开伊吕波,主线故事,1,main
49977,977,あずまんが大王 THE ANIMATION,笑园漫画大王,不同演绎,0,alt
49977,16841,劇場版 スレイヤーズぷれみあむ,剧场版 秀逗魔导士PREMIUM,其他,0,other
49977,20928,サクラ大戦 活動写真,樱花大战 活动写真,其他,0,other
49977,205300,Di Gi Charat 星の旅,Di Gi Charat 星之旅,其他,0,other
49979,977,あずまんが大王 THE ANIMATION,笑园漫画大王,主线故事,1,main
49983,17883,僕は友達が少ない,我的朋友很少,主线故事,1,main
65183,65189,阿狸之丢东西的娃娃,阿狸之丢东西的娃娃,不同演绎,0,alt
65183,103318,阿狸之信燕,阿狸之信燕,不同演绎,0,alt
65183,165069,阿狸梦之岛·玩具墓场,阿狸梦之岛·玩具墓场,续集,1,main
65183,170379,阿狸的童话日记,阿狸的童话日记,不同演绎,0,alt
65731,137518,糖果世界大冒险,,续集,1,main
65856,144968,超萌特攻队,超萌特攻队,动画,1,extra
65856,499521,长江7号之七仔爱地球,长江7号之七仔爱地球,不同演绎,0,alt
66405,30526,ダンボール戦機W,纸箱战机W,前传,1,main
67787,79973,Mickey Mouse Season 1,米老鼠2013 第一季,主线故事,1,main
67787,112703,Mickey's Once Upon a Christmas,米老鼠温馨圣诞,衍生,1,extra
67787,113012,Mickey's Twice Upon a Christmas,米奇节日嘉年华,衍生,1,extra
68681,763,ゼロの使い魔 ～三美姫の輪舞～,零之使魔 三美姬的轮舞,主线故事,1,main
68970,28203,劇場版ポケットモンスター ベストウイッシュ キュレムVS聖剣士 ケルディオ,剧场版宝可梦 超级愿望: 酋雷姆VS圣剑士 凯路迪欧,主线故事,1,main
68970,90616,うたえメロエッタ リンカのみをさがせ,精灵宝可梦：唱歌吧美洛耶塔 找寻梨花果,前传,1,main
69069,10338,SKET DANCE,学园救援团,主线故事,1,main
73010,94955,天使のしっぽ Chu!,天使的尾巴 第二季,续集,1,main
76190,126624,Archer (Season 2),间谍亚契 第二季,续集,1,main
78078,7570,デビルマンレディー,女恶魔人,相同世界观,0,universe
78078,24153,デビルマン 誕生編,恶魔人 诞生篇,相同世界观,0,universe
78078,211311,DEVILMAN crybaby,恶魔人 crybaby,相同世界观,0,universe
78319,95824,闇芝居 第2期,暗芝居 第二季,续集,1,main
78319,308997,忍者コレクション,忍者收藏,衍生,1,extra
78597,126421,偷星九月天之侦探学院,偷星九月天之侦探学院,续集,1,main
80723,80724,Scooby-Doo! Mystery Incorporated Season2,史酷比：神秘公司 第二季,续集,1,main
80723,351617,Scoob!,史酷比狗,角色出演,1,extra
80723,443535,"Scooby-Doo, Where Are You?",史酷比救救我,主线故事,1,main
81179,164072,果宝特攻之水果大逃亡,,衍生,1,extra
81179,187101,果宝特攻2,果宝特攻第二部,续集,1,main
81179,187162,果冻三剑客,果冻三剑客,前传,1,main
81186,180173,カゲロウデイズ-in a day's-,阳炎眩乱-in a day's-,不同演绎,0,alt
81573,11189,ジャングル大帝,森林大帝,不同演绎,0,alt
81573,62930,ジャングル大帝 -勇気が未来をかえる-,森林大帝 -勇气改变未来-,不同演绎,0,alt
81573,316272,ジャングル大帝 / 本能寺の変,森林大帝 / 本能寺之变,不同演绎,0,alt
81573,425951,ジャングル大帝 劇場版,森林大帝 剧场版,不同演绎,0,alt
82292,82293,東方奇闘剧3,东方奇斗剧3,前传,1,main
82292,173930,東方奇闘劇団,东方奇斗剧团,续集,1,main
82322,68812,〈物語〉シリーズ セカンドシーズン,物语系列 第二季,前传,1,main
82322,115932,憑物語,凭物语,续集,1,main
82729,1999,ONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,航海王：阿拉巴斯坦战记 沙漠王女与海盗们,其他,0,other
82729,47243,Dr.スランプ アラレちゃん,阿拉蕾,主线故事,1,main
82777,54433,やはり俺の青春ラブコメはまちがっている。,我的青春恋爱物语果然有问题,主线故事,1,main
82896,69214,私がモテないのはどう考えてもお前らが悪い!,我不受欢迎，怎么想都是你们的错！,主线故事,1,main
83124,504529,妖怪ウォッチ プラネタリウムは星と妖怪がいっぱい!,冒出多多小星星和妖怪的妖怪手表天文馆,番外篇,1,extra
83124,297455,妖怪学園Y ～Nとの遭遇～,妖怪学园Y ～第N类接触～,衍生,1,extra
83124,279472,妖怪ウォッチ！,妖怪手表！,续集,1,main
83124,277457,映画 妖怪学園Y 猫はHEROになれるか,妖怪学园Y 猫也能成为HERO 吗,衍生,1,extra
83124,107446,映画 妖怪ウォッチ 誕生の秘密だニャン！,电影 妖怪手表 诞生的秘密喵！,番外篇,1,extra
83124,116901,映画 妖怪ウォッチ エンマ大王と5つの物語だニャン！,电影 妖怪手表 阎魔大王与五个故事喵,番外篇,1,extra
83124,159489,映画 妖怪ウォッチ 空飛ぶクジラとダブル世界の大冒険だニャン！,妖怪手表 飞翔鲸鱼与两个世界的冒险喵,番外篇,1,extra
83124,217167,映画 妖怪ウォッチ シャドウサイド 鬼王の復活,电影 妖怪手表 暗影面 鬼王的复活,相同世界观,0,universe
83124,240592,妖怪ウォッチ シャドウサイド,妖怪手表 阴影面,相同世界观,0,universe
83124,270963,映画 妖怪ウォッチ FOREVER FRIENDS,妖怪手表 永远的朋友,番外篇,1,extra
83250,38429,爆丸バトルブローラーズ,爆丸,前传,1,main
83250,83252,爆丸 バトルブローラーズ ガンダリアンインベーダーズ,爆丸3 狩猎保卫者,续集,1,main
83350,83332,COMPILER,电脑情人,其他,0,other
83350,83346,COMPILER FESTA,电脑情人2,其他,0,other
83547,161702,まじめにふまじめ かいけつゾロリ,,主线故事,1,main
83915,73440,勇者になれなかった俺はしぶしぶ就職を決意しました。,当不成勇者的我，只好认真找工作了。,主线故事,1,main
84048,3644,たまごっち!,拓麻歌子,主线故事,1,main
84048,84049,映画! たまごっち うちゅーいちハッピーな物語!?,,续集,1,main
84052,3644,たまごっち!,拓麻歌子,续集,1,main
84083,52586,ぷちます! -プチ・アイドルマスター-,迷你偶像,前传,1,main
84083,68535,ぷちます! -PETIT IDOLM@STER- OAD,迷你偶像 OAD,番外篇,1,extra
84171,120236,ハイキュー!! セカンドシーズン,排球少年 第二季,续集,1,main
84171,118107,ハイキュー!! リエーフ見参!,排球少年 列夫参上,番外篇,1,extra
84171,123136,劇場版 ハイキュー!! 終わりと始まり,排球少年剧场版 结束与开始,总集篇,1,skip
84171,128952,劇場版 ハイキュー!! 勝者と敗者,排球少年剧场版 胜者与败者,总集篇,1,skip
84587,74297,うしろの正面だあれ,猜猜我是谁,续集,1,main
84995,24274,ルパン三世,鲁邦三世  第一期,主线故事,1,main
84997,24274,ルパン三世,鲁邦三世  第一期,主线故事,1,main
85215,3132,デジモンセイバーズ,数码宝贝拯救者,主线故事,1,main
85631,524424,ジョジョの奇妙な冒険・ザ・リアル 4-D DIOの世界,JOJO的奇妙冒险 THE REAL 4D DIO的世界,衍生,1,extra
85631,113292,ジョジョの奇妙な冒険 スターダストクルセイダース エジプト編,JOJO的奇妙冒险 星尘斗士 埃及篇,续集,1,main
85631,38326,ジョジョの奇妙な冒険,JOJO的奇妙冒险,不同演绎,0,alt
85631,43558,ジョジョの奇妙な冒険,JOJO的奇妙冒险,前传,1,main
87237,87236,The Simpsons Season 15,辛普森一家 第十五季,前传,1,main
87237,87238,The Simpsons Season 17,辛普森一家 第十七季,续集,1,main
87238,87237,The Simpsons Season 16,辛普森一家 第十六季,前传,1,main
87238,87239,The Simpsons Season 18,辛普森一家 第十八季,续集,1,main
87239,87238,The Simpsons Season 17,辛普森一家 第十七季,前传,1,main
87239,87245,The Simpsons Season 19,辛普森一家 第十九季,续集,1,main
87615,77570,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,我的脑内选项正在全力妨碍学园恋爱喜剧,主线故事,1,main
87700,48880,"Wake Up, Girls!",,续集,1,main
87700,162437,"Wake Up, Girls! の宮城PRやらせてください！","Wake Up, Girls! 让我宣传宫城县吧！",衍生,1,extra
89511,105214,バディ・コンプレックス 完結編 -あの空に還る未来で-,BUDDY COMPLEX 完结篇 -回到那片天空的未来-,续集,1,main
90610,3020,ポケットモンスター アドバンスジェネレーション,宝可梦 超世代,主线故事,1,main
90610,27781,おどるポケモンひみつ基地,宝可梦的跳舞秘密基地,前传,1,main
90610,103707,ポケモン3Dアドベンチャー ミュウを探せ!,宝可梦3D大冒险 寻找梦幻！,续集,1,main
90789,975,ONE PIECE,航海王,主线故事,1,main
90815,129960,長門有希ちゃんの消失 OAD,长门有希酱的消失 OAD,番外篇,1,extra
90815,3375,涼宮ハルヒの消失,凉宫春日的消失,不同世界观,0,universe
91612,312581,馒头日记 第二季,,续集,1,main
92290,44120,十万个冷笑话 第一季,十万个冷笑话 第一季,主线故事,1,main
92290,90175,十万个冷笑话 第二季,十万个冷笑话 第二季,前传,1,main
92290,217624,十万个冷笑话2,十万个冷笑话2,续集,1,main
92382,23686,ソードアート・オンライン,刀剑神域,前传,1,main
92382,407340,「ソードアート・オンライン」完全新作オリジナル劇場版,,相同世界观,0,universe
92382,226750,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,刀剑神域外传 Gun Gale Online,相同世界观,0,universe
92382,185771,そーどあーと・おふらいん つー,掉线神域 第二季,衍生,1,extra
92382,148099,劇場版 ソードアート・オンライン -オーディナル・スケール-,刀剑神域 序列之争,续集,1,main
92826,56116,いなり、こんこん、恋いろは。,稻荷恋之歌,主线故事,1,main
93200,10396,絶対無敵ライジンオー,绝对无敌雷神王,相同世界观,0,universe
93200,19539,熱血最強ゴウザウラー,热血最强哥修罗,相同世界观,0,universe
93200,26297,元気爆発ガンバルガー,元气爆发伏魔金刚,相同世界观,0,universe
93377,141530,Rick and Morty Season 2,瑞克和莫蒂 第二季,续集,1,main
93377,383338,Rick and Morty: The Anime,瑞克和莫蒂：THE ANIME,番外篇,1,extra
94244,192815,アカ斬る！劇場,斩·赤红之瞳 小剧场,衍生,1,extra
94259,10566,トリコ,美食的俘虏,主线故事,1,main
94893,9570,Teenage Mutant Ninja Turtles,忍者神龟,不同演绎,0,alt
94893,25552,Teenage Mutant Ninja Turtles,忍者神龟,不同演绎,0,alt
94893,50026,Teenage Mutant Ninja Turtles Season 1,忍者神龟2012 第一季,不同演绎,0,alt
94893,266699,Rise of the Teenage Mutant Ninja Turtles,忍者神龟崛起,不同演绎,0,alt
95780,81109,熊出没,熊出没,主线故事,1,main
95780,117149,熊出没之雪岭熊风,,续集,1,main
96537,503,ホーホケキョ となりの山田くん,我的邻居山田君,不同演绎,0,alt
96756,12083,Batman: The Animated Series,蝙蝠侠 (1992),主线故事,1,main
96756,96757,Batman Beyond Season 2,未来蝙蝠侠 第二季,续集,1,main
96756,96758,Batman Beyond Season 3,未来蝙蝠侠 第三季,续集,1,main
96756,101718,Justice League Unlimited Season 1,正义联盟 无限 第一季,相同世界观,0,universe
96756,127957,The New Batman Adventures,蝙蝠侠新冒险,前传,1,main
96756,186592,Batman Beyond: Return of the Joker,未来蝙蝠侠：小丑归来,衍生,1,extra
96756,293337,Static Shock,静电侠,相同世界观,0,universe
96756,293352,The Zeta Project,泽塔计划,相同世界观,0,universe
96757,12083,Batman: The Animated Series,蝙蝠侠 (1992),主线故事,1,main
96757,96756,Batman Beyond Season 1,未来蝙蝠侠 第一季,前传,1,main
96757,96758,Batman Beyond Season 3,未来蝙蝠侠 第三季,续集,1,main
96757,127957,The New Batman Adventures,蝙蝠侠新冒险,前传,1,main
96757,186592,Batman Beyond: Return of the Joker,未来蝙蝠侠：小丑归来,衍生,1,extra
96757,293337,Static Shock,静电侠,相同世界观,0,universe
96757,293352,The Zeta Project,泽塔计划,相同世界观,0,universe
96758,12083,Batman: The Animated Series,蝙蝠侠 (1992),主线故事,1,main
96758,96756,Batman Beyond Season 1,未来蝙蝠侠 第一季,前传,1,main
96758,96757,Batman Beyond Season 2,未来蝙蝠侠 第二季,前传,1,main
96758,127957,The New Batman Adventures,蝙蝠侠新冒险,前传,1,main
96758,186592,Batman Beyond: Return of the Joker,未来蝙蝠侠：小丑归来,衍生,1,extra
96758,293337,Static Shock,静电侠,相同世界观,0,universe
96758,293352,The Zeta Project,泽塔计划,相同世界观,0,universe
96826,25076,"Monsters, Inc.",怪兽电力公司,主线故事,1,main
96826,77484,"Pixar Short Films Collection, Volume 1",皮克斯动画短片集,其他,0,other
96861,9588,金田一少年の事件簿,金田一少年事件簿,前传,1,main
96861,139950,金田一少年の事件簿R 新シリーズ,金田一少年事件簿R 2期,续集,1,main
